Client_ID,Balance_Limit_V1,AGE,g_F,g_M,es_Graduate,es_High School,es_Other,ms_Other,ms_Single,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,Paid_AMT,Due_AMT
A11510,400,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-1340.2762383463355,395113.6610024799
A4168,400,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-18480.421359214055,-19874.116061742763
A7187,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,0,-1,0,-1,7782.964460936795,-208281.8306162596
A9111,1000,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,2,2,2,2,-10718.835884036835,264885.3585493096
A19202,100,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-19931.139788153334,-241393.58462882938
A22705,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,-1,-1,-1,-15730.694884765742,-219012.23258848715
A21857,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-1,-1,-1,-1,-1,-11516.27585286935,-236657.64485992404
A14186,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-2,-1,0,0,-1,56730.29180820285,-52447.15634995618
A26938,500,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,0,-14787.392881395912,-230337.96045047566
A4604,2500,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2,-2,-1,-1,-1,-1,156496.08025184454,-116565.31872016581
A6878,1000,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-430.01692365005124,24364.489032937337
A24070,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,-14452.281048383193,40764.760297168505
A18257,100,56,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4,3,2,2,2,2,-22988.154817915038,-202408.9075020134
A2693,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-26275.30061854465,-248680.23266136335
A24534,1000,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2887.2010723672647,516193.97621028416
A15948,100,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,2,2,7,7,7,-27907.929141885033,-236904.9067989305
A4761,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-1,-1,-1,0,-1,-20096.97124420281,-244549.138746588
A27917,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,30747.794402333555,77578.24000015727
A1034,1500,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,114609.40548376813,-137835.11056449573
A15644,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-17240.986258211367,41020.15343496618
A17565,200,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-15410.136123110591,-239820.27446191796
A22406,1000,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,5649.737629679364,456126.5710825208
A17571,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,137206.68846461424,600331.0480128458
A17088,100,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,2,2,3,2,-14573.89752259073,-108693.34851576285
A27092,200,56,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,-14431.284105913066,132031.63981542658
A6496,200,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,-2,-17076.77438722392,-204448.08415053092
A4173,1500,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,12165.564313420686,958985.3102845157
A14246,500,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-10176.654850528657,237506.6414045932
A15870,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,77077.5988493832,438907.1625555358
A17217,1000,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,2,2,-1,-1,-1,-11326.00161680348,-238418.94118695855
A1968,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,0,-1,-1,-1,-19437.81918794199,-238222.52047719128
A19947,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-16867.23465264475,1432.55397729451
A14931,1000,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,6662.782932424781,699587.0298072755
A23947,300,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-18928.50255854834,61175.67824237098
A3041,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-23661.437664403962,-248284.1997363442
A530,300,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-15831.88554825881,82322.72048201814
A28796,200,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-5696.696449467751,49152.09156619677
A15838,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,-1,-1,0,0,0,80213.23338627424,-101190.31425066455
A26196,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-1,-1,-1,-1,-2,-24486.711749715858,-247360.9501590287
A744,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,0,0,0,0,0,-15933.891453830925,-191985.28014450488
A12907,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,98649.52199157231,-89438.95712160174
A3550,200,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,2,0,0,0,-17630.187577314882,-54676.75008221395
A8494,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,-2,-1,0,-1,-1,-14136.786099925792,-252895.69984586677
A17578,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,-2,-2,-2,-1,-27162.82122605455,-204278.33436058092
A23680,500,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A14934,1500,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-1729.107226449702,-125699.75601865894
A26490,400,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,7743.088456729368,577006.2122841064
A15828,200,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-9131.671192788306,197125.0798385208
A10585,200,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-22979.44677837134,-79010.078759832
A26873,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,42436.5037088206,2066669.9131494006
A29066,300,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,19692.00160856722,-140566.18347108478
A1739,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-8546.219490307329,256499.70188692666
A10090,2500,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,-1,-1,30728.02370709034,304384.28566210816
A25598,1000,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-22219.10620447284,-244790.81079909872
A1719,400,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A19071,300,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,-16699.483045650824,-166437.54515097252
A30,300,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-11083.8585245408,5610.391935380148
A9534,100,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,-1,2,0,0,0,-24904.715720337706,-244616.7438232725
A21426,500,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-20050.292541089046,-245502.22368328224
A16706,1000,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,-1,-1,-7008.7296378714245,-150731.9700909051
A972,1000,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2,-2,-1,-1,-1,-1,15195.11851346703,-194595.5521658547
A7839,300,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,-11824.867628099679,227815.68584219576
A26083,100,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,2,2,2,-20196.825469623578,-148586.9970577127
A28216,200,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,2,-20119.18831801984,-96426.03286223146
A8830,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-9387.551968153519,-247529.1434593158
A3891,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,18190.73408685358,832917.5423195333
A639,100,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-18534.272083619326,-170975.85665921183
A29513,200,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-25093.346188496667,-246541.76296761894
A3939,400,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,0,0,0,0,-10859.075949905573,412244.52451728133
A871,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,2,-1,-1,2,24906.983481417526,-119956.57522263627
A2389,1000,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,82169.47078152033,457925.5594903811
A16046,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,0,0,-2,-16132.325253207948,273625.06847488566
A17671,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,-15004.827238436432,115378.18701527732
A3095,100,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,0,0,0,0,-22836.29113412882,-157287.4333671633
A2699,200,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,2,-22996.531157647743,-243129.53162416676
A29263,100,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-16942.247052491548,-216631.567988197
A20689,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,-1,-1,0,0,79888.59825987197,-94988.62063524917
A1720,200,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-2642.5363518367053,-64155.977446654535
A22076,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,2,0,0,0,-20953.245068336335,-192699.81030815936
A4708,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,-20643.655835263795,-56205.32371821546
A16093,100,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,2,2,2,0,-20027.4251837892,-99826.24773458674
A22116,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-8982.5252240936,-231129.79597476136
A7891,1500,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,0,0,0,0,-1,-15411.408914687101,-172457.74726283216
A14286,1000,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,-1,-1,0,-1,181371.49767964246,24722.134344963633
A17823,300,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,0,0,0,-19656.184921643362,-49661.49944938223
A19506,500,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,-1,-1,0,114832.10439839055,252633.234918527
A26797,400,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-7282.688980157557,-226685.1189606254
A14505,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-13156.85777395045,134893.94449848172
A12613,200,56,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-21741.91459907604,-94276.74983099231
A13759,400,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-618.5323645580917,356687.7589618315
A29793,1000,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-2,-2,-2,-27166.768543575752,-245586.79712133983
A2868,200,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,-1,0,0,-21653.718388180365,-237479.89155585456
A14964,300,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-6851.618847344942,296456.57027579006
A19608,500,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-10420.183199290515,207535.52741940596
A16888,400,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-970.573358314026,455452.4228496283
A23944,100,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,2,3,2,2,-21186.893998933316,-154721.86837743936
A10756,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-23274.650148660035,-174712.08432704615
A24175,1000,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,0,0,0,33147.91607609934,768558.2925814111
A22506,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-27341.624535809515,-247316.3431087894
A27084,1000,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,-1,-1,-1,28921.92160915568,-103111.4009160832
A18587,200,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-25762.92016693553,-247791.88526514155
A24177,300,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,-1,2,2,63109.08625326663,-20026.35296585188
A1085,200,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-22451.921610069625,-78225.26110072414
A17425,500,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,6992.033647064786,660629.4437964722
A24158,200,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,2,2,-19091.99194382585,-61552.033725692294
A12463,400,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0,0,0,4753.435431117673,697264.9331554483
A6194,200,56,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,0,0,0,-8173.470306028442,66270.1059771286
A27760,200,24,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,0,0,0,0,-19563.762187245786,-35200.447341254934
A9790,1000,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,-1,0,117284.55197306027,53779.5886999219
A20084,500,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A20411,400,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,123493.32887959186,237445.85969822068
A27583,500,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,2,2,-2,-2,-1,47087.87574756168,-187662.9844399147
A9803,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,2,2,-19954.61978678643,-147479.98966071242
A11689,200,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,-16211.876825828338,-12828.54608350269
A28927,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A16689,500,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,2,2,-2,-2,-2,-27907.929141885033,-251569.6168159196
A16889,1000,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,-1,-7066.244658213588,-139431.17864786647
A1472,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,19660.79251529455,1320068.8181956063
A26386,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,0,-1,7570.600327126223,-206565.8167305593
A5525,200,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-2,-1,-19168.117072824625,-233087.82499031618
A25678,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,59387.2964077963,2234985.2717848374
A23163,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,619.0013694331326,430921.0603344191
A28131,300,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-17210.703808024293,59114.580530806226
A18270,1000,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-1,-1,-1,11436.086015305245,-206120.27741909598
A25681,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,15919.034241578727,1096825.1729917575
A9149,100,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,2,2,3,2,-23895.00835204489,-225750.26646211633
A2648,1000,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,44999.0337309619,746467.043328675
A20355,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,-1,-1,-1,-1,-2,-22193.01210961355,-245560.18750491398
A23074,1000,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A2853,400,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-13254.192874510689,164748.14214704037
A24391,200,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-22473.367153837386,-187709.78834023856
A1048,400,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,-1,0,0,-2,-25907.23628990907,-240432.4207466806
A17549,200,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-20291.21298316918,-17694.28286288553
A18832,300,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,-1,-1,-1,-1,-18670.86374324689,-236543.66586108605
A29291,200,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,-16800.641508742705,-1897.6455613851588
A346,100,24,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,2,2,2,0,-19019.347803305594,-83916.53289391403
A1463,1000,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,-1,-1,0,70047.01982826756,-3458.348202524344
A15924,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,-1,7712.1565222025965,-107079.87414283075
A21716,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,2,2,2,2,-20493.137282738142,-99992.40152807347
A4853,200,24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,2,0,0,0,0,-19717.48144053108,-149676.2660579649
A7332,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,2,2,2,0,0,-22101.269367315188,-149040.0058801347
A8123,400,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,426.7581406069943,489566.2259494803
A11213,400,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-11802.735536842236,144389.87995392169
A23980,100,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,2,0,0,-22171.459542249966,-166513.91039011927
A12005,200,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,-2,-19786.553542065536,-168446.115116977
A29853,1500,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,62531.96675933592,-158282.64551907344
A6287,200,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-16062.532556431755,16941.988858045148
A23488,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-15898.894155436878,-232506.82027854674
A11761,400,24,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-253173.9301991635
A2013,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,0,-1,-1,-1,-1,52067.1419299697,-117188.0057261576
A14622,1500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-2,-2,-1,95956.21081281554,-91592.00447832723
A2912,400,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,5123.686068463348,-221297.5031947657
A18497,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-19406.625941262417,15255.224783855048
A3795,400,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A10346,1000,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-25724.743873883424,-248522.94665398763
A26280,500,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-25438.117887227934,-250425.43831308006
A14297,1000,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,-1,0,258401.94455159092,1078438.2794992775
A11165,1000,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-23036.571227304903,-241466.57002061416
A24220,1000,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1,3,2,-1,-1,21947.264730197126,-244777.6310484572
A23459,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-1,4,3,-27102.434940236784,-249120.88548970508
A18278,500,56,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,2,2,2,2,-17860.47472030055,-36974.92281482051
A19348,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A14781,400,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-2,-2,-1,-11159.10859166947,-224465.86578771198
A1554,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,-1,-1,-2,-2,-2,-22662.05217982585,-243876.45399009943
A26130,1000,56,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A3574,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-2,-1,-1,-23786.81816117057,-247778.38032785602
A11859,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-1,-1,-1,-1,-1,14693.927548975638,-212060.23286756847
A5538,400,24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,59957.038555755564,132953.66725783623
A18361,200,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,-1,0,0,0,20124.005462131714,-111029.9905757617
A25348,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,2,-22630.849649028285,-224186.17985178545
A10983,1000,56,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,2,2,2,2,-27907.929141885033,-236341.55131917424
A2129,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A15137,500,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,0,0,-5527.25327701533,500166.07465205557
A8670,1000,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-8727.163780649713,-234062.0429364065
A2538,300,24,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,-1,-1,-1,2,-1,-25314.633661722313,-247799.6607366742
A14048,400,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-438.2294961381409,485194.65623140644
A18196,200,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-22848.330268000926,-207380.64643234177
A11475,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-20312.14941594223,-113112.20300495085
A18612,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-7238.260630815723,247701.1751886391
A24996,400,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2920.821055177594,549475.5307404862
A11113,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,-1,-1,-1,-1,-1,-17298.16090544301,-242429.3678055742
A9815,300,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,2,0,0,0,-19749.73948408704,7089.077479115704
A9905,100,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-8331.255963390005,-91327.68016420578
A9446,100,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,2,2,-1,0,0,-15315.444392386313,-193668.64929984472
A10994,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,16159.94551075542,201739.97654079236
A11112,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-21389.888633640163,-241108.5557253595
A13775,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-2,-1,0,0,0,-16828.13406321295,-230321.23004117934
A12451,100,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,2,0,-19381.035562128156,-90017.94481506638
A18131,300,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,0,0,-18709.80988290473,110513.76813844904
A17910,100,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,2,2,2,0,-21002.408861052663,-157033.48025204288
A1680,100,56,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,-2,-2,-2,6010.431791955661,-177746.72117356234
A1743,400,56,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,-16763.98249239831,68292.03211493848
A6345,500,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2,2,0,0,0,-20066.56416370823,-210914.9536288736
A29943,400,56,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-15699.79213274218,-239343.96460209755
A9185,200,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-18774.04236487152,-96120.06919931169
A5901,200,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,-2,-2,-2,-27084.41736598583,-237553.49898845243
A28290,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,-18478.482125474544,-62963.958962165685
A13085,500,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,-2,-1,0,0,0,-27602.821600120547,-249580.82029452213
A26788,1000,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-19651.69895173404,-233251.5561578641
A24212,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,8961.077967280657,-211450.60857245832
A16188,100,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,-14508.265247722306,-147913.11117068198
A7406,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250527.86658212662
A8059,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-12586.11297295429,192130.7655260692
A14397,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,0,0,-13274.720009990178,-66607.4094752268
